name,_pseudocolumn
cambridge choir,
cambridgeshire indie,
canadian celtic,
canadian classical piano,
canadian contemporary country,
canadian contemporary r&b,
canadian country,
canadian electronic,
canadian electropop,
canadian folk,
canadian hip hop,
canadian indie,
canadian indie folk,
canadian indigenous hip hop,
canadian latin,
canadian metalcore,
canadian pop,
canadian punk,
canadian singer-songwriter,
cantautor,
canto a tenore,
canzone napoletana,
cathedral choir,
ccm,
cdmx indie,
cello,
celtic,
celtic punk,
celtic rock,
cerkes muzikleri,
chamber choir,
chamber ensemble,
chamber folk,
chamber pop,
chamber psych,
channel pop,
chanson quebecois,
charanga,
charlotte nc indie,
charlottesville indie,
chattanooga indie,
chicago blues,
chicago house,
chicago punk,
chicago rap,
chicano punk,
chicano rap,
children's folk,
children's music,
chillhop,
chillwave,
chinese classical piano,
chinese electropop,
chinese indie,
chinese r&b,
chinese singer-songwriter,
chiptune,
chopped and screwed,
choral,
christian alternative rock,
christian music,
christian relaxative,
christian rock,
christian trap,
christlicher rap,
chunchaca,
chutney,
circuit,
city pop,
classic arab pop,
classic azeri pop,
classic bangla pop,
classic bollywood,
classic city pop,
classic czech pop,
classic danish pop,
classic dubstep,
classic dutch pop,
classic garage rock,
classic house,
classic israeli pop,
classic japanese jazz,
classic malaysian pop,
classic nepali pop,
classic norwegian pop,
classic psychedelic rock,
classic rock,
classic russian pop,
classic russian rock,
classic sinhala pop,
classic soul,
classic soundtrack,
classic swedish pop,
classic turkish pop,
classic uk pop,
classic venezuelan pop,
classical,
classical accordion,
classical baritone,
classical bass,
classical cello,
classical clarinet,
classical contralto,
classical countertenor,
classical era,
classical guitar,
classical mezzo-soprano,
classical organ,
classical performance,
classical piano,
classical piano trio,
classical saxophone quartet,
classical soprano,
classical tenor,
colombian indie,
columbus ohio indie,
comedy,
comedy rock,
comic,
comic metal,
complextro,
compositional ambient,
conscious hip hop,
contemporary classical,
contemporary country,
contemporary folk,
contemporary gospel,
contemporary jazz,
contemporary post-bop,
contemporary vocal jazz,
cool jazz,
coral gospel,
cork indie,
corrido,
cosmic american,
cosmic black metal,
country,
country blues,
country dawn,
country gospel,
country pop,
country rap,
country road,
country rock,
coupe-decale,
coverchill,
c-pop,
crack rock steady,
croatian pop,
crossover prog,
crossover thrash,
crunk,
crust punk,
cubaton,
cuento infantile,
cumbia,
cumbia ecuatoriana,
cumbia paraguaya,
cyberpunk,
czech classical,
czsk hip hop,
dallas indie,
dance pop,
dance rock,
dancehall,
dance-punk,
danish alternative rock,
danish electronic,
danish electropop,
danish hip hop,
danish pop,
danish techno,
dansband,
danseband,
danspunk,
darbuka,
dark black metal,
dark electro,
dark folk,
dark psytrance,
dark techno,
dark trap,
dark wave,
death metal,
deathcore,
deathrash,
deathstep,
deconstructed club,
deep adult standards,
deep ccm,
deep christian rock,
deep darkpsy,
deep downtempo fusion,
deep dubstep,
deep euro house,
deep flow,
deep funk house,
deep german hip hop,
deep groove house,
deep jazz fusion,
deep metalcore,
deep minimal techno,
deep new americana,
deep pop edm,
deep pop emo,
deep power-pop punk,
deep progressive house,
deep regional mexican,
deep smooth r&b,
deep soft rock,
deep soul house,
deep southern trap,
deep surf music,
deep tropical house,
deep turkish pop,
deep underground hip hop,
deep uplifting trance,
deep vocal house,
delta blues,
dembow,
desert blues,
desi hip hop,
desi pop,
detroit hip hop,
detroit house,
detroit rock,
detroit techno,
digital hardcore,
dirty south rap,
dirty texas rap,
disco,
disco house,
disco polo,
diva house,
djent,
dmv rap,
doom metal,
doomgaze,
doo-wop,
double drumming,
downtempo deathcore,
dream pop,
dreamgaze,
dreamo,
drone,
drum and bass,
dub,
dub techno,
dubstep,
duluth indie,
dunedin indie,
dunedin sound,
dungeon synth,
dutch classical piano,
dutch contemporary classical,
dutch drill,
dutch edm,
dutch experimental,
dutch house,
dutch indie,
dutch indie rock,
dutch metal,
dutch pop,
dutch singer-songwriter,
dutch trance,
early modern classical,
early music,
early music ensemble,
early romantic era,
early us punk,
east coast hip hop,
easy listening,
ebm,
ecm-style jazz,
ectofolk,
ecuadorian pop,
edinburgh indie,
edm,
edmonton indie,
electra,
electric blues,
electro,
electro bailando,
electro house,
electro jazz,
electro latino,
electroclash,
electrofox,
electro-industrial,
electronic trap,
electronica,
electronicore,
electropop,
emo,
emo punk,
emocore,
english baroque,
english indie rock,
entehno,
epicore,
erotica,
escape room,
estonian indie,
ethereal wave,
ethiopian pop,
eurodance,
europop,
eurovision,
exotica,
experimental,
experimental bass,
experimental classical,
experimental dub,
experimental dubstep,
experimental hip hop,
experimental jazz,
experimental pop,
experimental rock,
experimental techno,
experimental vocal,
fado,
fake,
fallen angel,
family gospel,
field recording,
filmi,
filter house,
filthstep,
fingerstyle,
finlandssvenska musik,
finnish contemporary classical,
finnish dance pop,
finnish hardcore,
finnish heavy metal,
finnish metal,
finnish pop,
finnish power metal,
finnish progressive rock,
finnish psychedelic rock,
finnish punk,
flamenco guitar,
float house,
fluxwork,
folk,
folk brasileiro,
folk punk,
folk rock,
folklore argentino,
folklore surero,
folklore uruguayo,
folk-pop,
folktronica,
forest psy,
forro,
forro tradicional,
fourth world,
freak folk,
freakbeat,
free jazz,
freestyle,
french classical piano,
french contemporary classical,
french hip hop,
french indie pop,
french indietronica,
french movie tunes,
french opera,
french orchestra,
french reggae,
french romanticism,
french shoegaze,
french tech house,
frenchcore,
funeral doom,
funk,
funk carioca,
funk ostentacao,
funk paulista,
funk pop,
funk rock,
funky breaks,
funky house,
funky tech house,
future bass,
future garage,
futurepop,
g funk,
gabba,
gaian doom,
galician folk,
gambian pop,
gamecore,
gamelan,
gaming dubstep,
gaming edm,
gangster rap,
garage pop,
garage psych,
garage punk,
garage rock,
gbvfi,
german baroque,
german black metal,
german choir,
german classical piano,
german dance,
german dnb,
german electronica,
german hip hop,
german metal,
german orchestra,
german pagan metal,
german power metal,
german punk,
german rock,
german romanticism,
german show tunes,
german tech house,
german techno,
german thrash metal,
german underground rap,
ghanaian alternative,
ghazal,
girl group,
glam metal,
glam rock,
glitch hop,
glitchcore,
go-go,
golden age hip hop,
goregrind,
gospel,
gospel r&b,
gospel reggae,
gothic americana,
gothic metal,
gothic rock,
gothic symphonic metal,
gotico brasileiro,
grebo,
greek downtempo,
greek drill,
greek hip hop,
greek indie,
greek indie rock,
greek pop,
greek trap,
griot,
groove metal,
groove room,
grunge,
grunge pop,
grupera,
gruperas inmortales,
guitarra argentina,
gyerekdalok,
gypsy jazz,
hamburg electronic,
hamilton on indie,
hammered dulcimer,
hands up,
happy hardcore,
hard bop,
hard chime,
hard rock,
hardcore,
hardcore hip hop,
hardcore punk,
hardcore techno,
hardstyle,
hardvapour,
harlem renaissance,
harmonica blues,
harmonica jazz,
harpsichord,
healing,
heartland rock,
hindi hip hop,
hindustani instrumental,
hip hop,
hip hop tuga,
hip house,
hip pop,
historic classical performance,
historic piano performance,
historical keyboard,
historically informed performance,
hi-tech,
hoerspiel,
hollywood,
hong kong tv drama,
hopebeat,
house,
houston rap,
hungarian classical performance,
hungarian classical piano,
hungarian techno,
hyperpop,
hyphy,
icelandic experimental,
icelandic hip hop,
icelandic pop,
icelandic singer-songwriter,
id,
idol,
idol rock,
indian classical,
indian folk,
indie anthem-folk,
indie arequipeno,
indie cafe pop,
indie canario,
indie cordoba,
indie deutschrap,
indie dream pop,
indie electronica,
indie folk,
indie garage rock,
indie hidrocalido,
indie jazz,
indie platense,
indie pop,
indie pop rap,
indie pop rock,
indie psych-pop,
indie quebecois,
indie r&b,
indie rock,
indie rockism,
indie salvadoreno,
indie shoegaze,
indie soul,
indie tico,
indie valenciana,
indiecoustica,
indietronica,
indonesian electronic,
indonesian emo,
indonesian folk,
indonesian indie,
indonesian indie rock,
indonesian jazz,
indonesian pop,
indonesian post-hardcore,
indonesian worship,
industrial,
industrial hip hop,
industrial metal,
industrial rock,
indy indie,
instrumental black metal,
instrumental funk,
instrumental lullaby,
instrumental math rock,
instrumental rock,
irish folk,
irish pop,
iskelma,
israeli classical,
israeli classical piano,
israeli rock,
italian baritone,
italian baroque,
italian blues,
italian electronica,
italian industrial,
italian jazz,
italian mandolin,
italian metal,
italian opera,
italian romanticism,
italian soundtrack,
italian stoner rock,
italian tech house,
italian tenor,
italo dance,
italo house,
italogaze,
jackin' house,
jam band,
j-ambient,
jamgrass,
jangle rock,
japanese alternative pop,
japanese alternative rock,
japanese beats,
japanese classical performance,
japanese classical piano,
japanese indie folk,
japanese jazz,
japanese jazztronica,
japanese orchestra,
japanese piano,
japanese progressive house,
japanese punk rock,
japanese rockabilly,
japanese vtuber,
jawaiian,
jazz,
jazz blues,
jazz caraibes,
jazz double bass,
jazz drums,
jazz funk,
jazz fusion,
jazz guitar,
jazz metal,
jazz organ,
jazz piano,
jazz puertorriqueno,
jazz rock,
jazz saxophone,
jazz trio,
jazz trumpet,
jazz vibraphone,
j-division,
jewish hip hop,
jewish pop,
j-metal,
j-pixie,
j-pop,
j-poprock,
j-rock,
jug band,
jump blues,
kantele,
karadeniz pop,
karaoke,
kawaii metal,
kayokyoku,
kent indie,
kinderliedjies,
kindermusik,
k-indie,
kindie rock,
kingston on indie,
kirtan,
kizomba,
kizomba antigas,
komedi,
kompa,
korean dream pop,
korean singer-songwriter,
k-pop,
k-pop girl group,
kurdish folk,
kurdish pop,
kurdish rock,
la pop,
laboratorio,
lagu timur,
laiko,
lancashire indie,
lancaster pa indie,
late romantic era,
latin,
latin afrobeat,
latin alternative,
latin arena pop,
latin christian,
latin classical,
latin hip hop,
latin jazz,
latin metal,
latin pop,
latin rock,
latin soundtrack,
latin tech house,
latin worship,
latinx alternative,
latvian pop,
lawrence ks indie,
lds,
lebanese pop,
library music,
lilith,
lincoln ne indie,
liquid funk,
liverpool indie,
lo-fi,
lo-fi beats,
london on indie,
louisiana blues,
louisiana metal,
lounge,
lounge house,
louvor,
lovers rock,
lowercase,
lullaby,
lund indie,
madchester,
mainland chinese pop,
makossa,
malagasy pop,
malaysian indie,
malaysian mandopop,
malaysian punk,
mambo,
manchester indie,
mande pop,
mandopop,
manso indie,
marathi traditional,
mashup,
mathcore,
medieval folk,
medieval rock,
meditation,
melancholia,
melbourne bounce,
mellow gold,
melodic death metal,
melodic dubstep,
melodic groove metal,
melodic hard rock,
melodic hardcore,
melodic metal,
melodic metalcore,
melodic rap,
memphis blues,
memphis hip hop,
memphis soul,
mento,
merida indie,
merseybeat,
metal,
metal balear,
metal catala,
metal gaucho,
metalcore,
metropopolis,
mexican edm,
mexican hip hop,
mexican indie,
mexican pop,
mexican post-rock,
mexican rock,
mexican rock-and-roll,
microhouse,
microtonal,
middle eastern traditional,
midwest americana,
milan indie,
minimal tech house,
minimal techno,
minimalism,
mississippi hip hop,
modern blues,
modern blues rock,
modern bollywood,
modern country rock,
modern dream pop,
modern folk rock,
modern funk,
modern indie pop,
modern jazz trio,
modern power pop,
modern reggae,
modern rock,
modern salsa,
montana indie,
morelos indie,
morna,
motown,
mpb,
musica afroperuana,
musica andina,
musica blumenauense,
musica costarricense,
musica crista reformada,
musica de fondo,
musica folk asturiana,
musica gaucha,
musica gaucha tradicionalista,
musica infantil,
musica infantil catala,
musica potiguar,
musica sul-mato-grossense,
musica tradicional cubana,
musica tropical guatemalteca,
musique concrete,
musique guadeloupe,
musique pour enfants,
musique traditionnelle congolaise,
myanmar indie,
native american hip hop,
neo classical metal,
neo mellow,
neo r&b,
neo soul,
neo-classical,
neoclassical darkwave,
neoclassicism,
neo-industrial rock,
neo-pagan,
neo-progressive,
neo-psychedelic,
neo-rockabilly,
neo-synthpop,
neo-trad metal,
neo-traditional bluegrass,
nepali pop,
neue deutsche harte,
neue deutsche todeskunst,
neue deutsche welle,
neue volksmusik,
new age,
new americana,
new beat,
new england americana,
new french touch,
new jack swing,
new jersey hardcore,
new jersey rap,
new orleans blues,
new orleans indie,
new orleans jazz,
new rave,
new romantic,
new tribe,
new wave,
new wave of speed metal,
new wave of thrash metal,
new wave pop,
newfoundland indie,
nigerian hip hop,
nigerian pop,
nl folk,
no wave,
noise pop,
noise punk,
noise rock,
nordic classical piano,
nordic contemporary classical,
nordic orchestra,
nordic shoegaze,
norske viser,
norteno,
norteno-sax,
north carolina hip hop,
north carolina metal,
northern soul,
norwegian black metal,
norwegian death metal,
norwegian indie,
norwegian metal,
norwegian pop,
norwegian prog,
nottingham indie,
nouvelle chanson francaise,
nova mpb,
nu age,
nu disco,
nu gaze,
nu jazz,
nu metal,
nueva cancion,
nuevo regional mexicano,
nuevo tango,
nu-metalcore,
nursery,
nwocr,
nyc pop,
nyhc,
nz dnb,
nz electronic,
nz indie,
oc rap,
oi,
oklahoma country,
old school dancehall,
old school hip hop,
old school thrash,
old-time,
ontario indie,
opera,
opera metal,
operatic pop,
opm,
orchestra,
orchestral performance,
organic electronic,
organic house,
orgcore,
oriental classical,
oshare kei,
oslo indie,
otacore,
ottawa indie,
oud,
outer hip hop,
outlaw country,
outsider house,
oxford indie,
p funk,
pagode,
pagode novo,
partido alto,
partyschlager,
permanent wave,
persian alternative,
persian electronic,
persian neo-traditional,
persian rock,
persian traditional,
peruvian punk,
peruvian rock,
pet calming,
philly indie,
philly soul,
piano blues,
piano cover,
piano rock,
pinoy hip hop,
pittsburgh indie,
pittsburgh rock,
plugg,
poetry,
polish alternative rap,
polish classical,
polish classical piano,
polish folk,
polish folk metal,
polish hip hop,
polish pop,
polish reggae,
polka,
pop,
pop dance,
pop edm,
pop folk,
pop house,
pop nacional,
pop punk,
pop r&b,
pop rap,
pop rap brasileiro,
pop reggaeton,
pop rock,
popping,
pops orchestra,
pornogrind,
portland punk,
portuguese pop,
post-black metal,
post-disco soul,
post-doom metal,
post-grunge,
post-hardcore,
post-metal,
post-minimalism,
post-punk,
post-romantic era,
post-teen pop,
power blues-rock,
power metal,
power pop,
power-pop punk,
powwow,
praise,
preschool children's music,
progressive alternative,
progressive bluegrass,
progressive death metal,
progressive deathcore,
progressive electro house,
progressive house,
progressive metal,
progressive power metal,
progressive psytrance,
progressive rock,
progressive trance,
progressive trance house,
progressive uplifting trance,
protopunk,
proto-techno,
psybreaks,
psychedelic doom,
psychedelic folk,
psychedelic hip hop,
psychedelic pop,
psychedelic rock,
psychedelic trance,
psychill,
psychobilly,
psydub,
pub rock,
puerto rican indie,
puerto rican rock,
puglia indie,
punjabi pop,
punk,
punk blues,
punk 'n' roll,
punk tico,
punk tuga,
punk urbano,
quatuor a cordes,
quebec indie,
quiet storm,
quran,
r&b,
r&b brasileiro,
radio symphony,
rai,
ranchera,
rap,
rap algerien,
rap cearense,
rap chileno,
rap conciencia,
rap cristiano,
rap df,
rap kreyol,
rap lyonnais,
rap metalcore,
rap rock,
rap tuga underground,
rap underground mexicano,
rap uruguayo,
rawstyle,
reading,
red dirt,
redneck,
reggae,
reggae gaucho,
reggaeton,
reggaeton cristiano,
regional mexican,
reiki,
rennes indie,
retro soul,
rhythm and blues,
riddim,
rif,
riot grrrl,
ritual ambient,
rochester ny indie,
rock,
rock andaluz,
rock chapin,
rock drums,
rock en espanol,
rock gotico,
rock kapak,
rock nacional,
rock progressif francais,
rock quebecois,
rock steady,
rock tico,
rock viet,
rockabilly,
rock-and-roll,
romanian electronic,
romanian trap,
roots americana,
roots reggae,
roots rock,
roots worship,
rumba congolaise,
rune folk,
russelater,
russian alternative rock,
russian chanson,
russian dance,
russian dance pop,
russian edm,
russian electronic,
russian emo,
russian folk,
russian folk rock,
russian gangster rap,
russian hip hop,
russian modern classical,
russian orchestra,
russian pop,
russian rock,
russian romanticism,
russian techno,
russian underground rap,
rva indie,
rwandan hip hop,
sacramento indie,
salay,
salsa,
salsa cubana,
salsa international,
salsa puertorriquena,
salsa venezolana,
samba,
samba-jazz,
san antonio rap,
san diego rap,
sanfona,
saxony metal,
scandipop,
school choir,
scorecore,
scottish fiddle,
scottish folk,
scottish indie,
scottish indie folk,
scottish rock,
scottish singer-songwriter,
scratch,
scream rap,
screamo,
seattle hip hop,
seattle indie,
seattle metal,
serbian electronic,
serialism,
shamanic,
shanghai indie,
shanty,
sheffield indie,
shibuya-kei,
shimmer pop,
shimmer psych,
shoegaze,
shoegaze brasileiro,
show tunes,
singer-songwriter,
ska,
ska punk,
ska revival,
skate punk,
skramz,
sky room,
slam poetry,
slayer,
sleaze rock,
sleep,
slovak hip hop,
slovak pop,
slovak rock,
slovenian pop,
slow game,
sludge metal,
smooth jazz,
smooth saxophone,
smutny rap,
soca,
socal indie,
soft rock,
solipsynthm,
son cubano,
son cubano clasico,
sophisti-pop,
soukous,
soul,
soul blues,
soul flow,
soul jazz,
sound art,
soundtrack,
south african alternative,
south african gospel,
south african jazz,
south african pop,
south african punk,
southern gospel,
southern hip hop,
southern metal,
southern rock,
southern soul,
space age pop,
space rock,
spanish classical piano,
spanish folk,
spanish folk rock,
spanish hip hop,
spanish indie pop,
spanish metal,
spanish new wave,
spanish pop,
spanish prog,
spanish punk,
spanish synthpop,
spanish techno,
speed metal,
speedrun,
spiritual hip hop,
spirituals,
spoken word,
steampunk,
stl indie,
stockholm indie,
stomp and holler,
stoner metal,
stoner rock,
straight edge,
streichquartett,
stride,
string folk,
string quartet,
sufi,
sunshine pop,
suomi rock,
surf music,
swedish alternative rock,
swedish black metal,
swedish classical,
swedish death metal,
swedish electropop,
swedish eurodance,
swedish fiddle,
swedish gangsta rap,
swedish hard rock,
swedish hip hop,
swedish indie pop,
swedish indie rock,
swedish jazz,
swedish metal,
swedish pop,
swedish power metal,
swedish reggae,
swedish singer-songwriter,
swedish stoner rock,
swedish synthpop,
swedish techno,
swedish trap pop,
swing,
swing revival,
swiss experimental,
swiss metal,
swiss rock,
sydney indie,
symphonic deathcore,
symphonic metal,
symphonic power metal,
symphonic rock,
synth funk,
synthpop,
syrian pop,
tabla,
taiwan hip hop,
taiwan idol pop,
taiwan pop,
taiwan singer-songwriter,
talentos brasileiros,
tango,
tape club,
tatar pop,
tech house,
technical grindcore,
tejano,
tekk,
telugu hip hop,
texas country,
tex-mex,
thai folk rock,
thai hip hop,
thai pop rap,
theme,
thrash core,
thrash metal,
tin pan alley,
tolkien metal,
tollywood,
torch song,
traditional blues,
traditional british folk,
traditional country,
traditional folk,
traditional scottish folk,
trance,
transpop,
trap,
trap colombiano,
trap latino,
trap metal italiana,
trap soul,
traprun,
tribute,
trikiti,
trinidadian reggae,
trip hop,
tropical,
tropical house,
turkish folk,
turkish jazz,
turkish pop,
turkish trap pop,
turntablism,
twee pop,
uae indie,
uk contemporary r&b,
uk doom metal,
uk drill,
uk dub,
uk experimental electronic,
uk funky,
uk hip hop,
uk metalcore,
uk pop,
uk post-punk,
ukg revival,
ukrainian experimental,
ukrainian pop,
underground hip hop,
underground rap,
university choir,
uplifting trance,
uppsala indie,
uptempo hardcore,
urban contemporary,
usbm,
uzbek pop,
vapor pop,
vapor soul,
vapor trap,
vapor twitch,
variete francaise,
vegan straight edge,
vegas indie,
velha guarda,
vermont indie,
victorian britain,
video game music,
vienna indie,
viking folk,
vintage classical singing,
vintage french electronic,
vintage italian pop,
vintage italian soundtrack,
vintage swedish pop,
vintage tango,
viola,
violao,
violin,
viral pop,
viral rap,
viral trap,
virginia metal,
visual kei,
vlaamse rap,
vocal harmony group,
vocal house,
vocal jazz,
vocal trance,
voidgaze,
waiata maori,
washington indie,
water,
wave,
weightless,
wellington indie,
welsh folk,
welsh metal,
welsh rock,
west coast rap,
west coast trap,
wind symphony,
wonky,
workout product,
world,
world devotional,
world fusion,
world worship,
worship,
wrock,
wu fam,
wuhan indie,
wyoming indie,
yacht rock,
yugoslav rock,
zamba,
zambian pop,
zikir,
zimdancehall,
zouglou,
zouk,
zydeco,
